"","Time","Latitude","Longitude","Last.Stop","Current.Stop","Date"
"336","11:01:58 AM",40.606431,-75.380998,"Taylor College","","2019-12-06"
"341","11:02:04 AM",40.606585,-75.381016,"","Alumni Memorial Building","2019-12-06"
"346","11:02:09 AM",40.606657,-75.380999,"","Alumni Memorial Building","2019-12-06"
"354","11:02:15 AM",40.606956,-75.38101,"","Alumni Memorial Building","2019-12-06"
"360","11:02:21 AM",40.60743,-75.381066,"","Alumni Memorial Building","2019-12-06"
"365","11:02:27 AM",40.607831,-75.381097,"Alumni Memorial Building","","2019-12-06"
"372","11:02:33 AM",40.607947,-75.381067,"Alumni Memorial Building","","2019-12-06"
"379","11:02:39 AM",40.608031,-75.380588,"Alumni Memorial Building","","2019-12-06"
"383","11:02:46 AM",40.608094,-75.37996,"","STEPS","2019-12-06"
"393","11:02:52 AM",40.608192,-75.37961,"","STEPS","2019-12-06"
"396","11:02:58 AM",40.608312,-75.379624,"","STEPS","2019-12-06"
"443","11:03:46 AM",40.609769,-75.379521,"STEPS","","2019-12-06"
"452","11:03:52 AM",40.609795,-75.379008,"STEPS","","2019-12-06"
"455","11:03:58 AM",40.609801,-75.378637,"","Farrington Square","2019-12-06"
"462","11:04:04 AM",40.609794,-75.378527,"","Farrington Square","2019-12-06"
"468","11:04:10 AM",40.60979,-75.378189,"","Farrington Square","2019-12-06"
"473","11:04:16 AM",40.609811,-75.378122,"","Farrington Square","2019-12-06"
"534","11:05:16 AM",40.609839,-75.377252,"Farrington Square","","2019-12-06"
"562","11:05:42 AM",40.609941,-75.375837,"Farrington Square","","2019-12-06"
"567","11:05:48 AM",40.610269,-75.37584,"Farrington Square","","2019-12-06"
"570","11:05:54 AM",40.61035,-75.375836,"Farrington Square","","2019-12-06"
"604","11:06:24 AM",40.611506,-75.376312,"Farrington Square","","2019-12-06"
"609","11:06:30 AM",40.611493,-75.376832,"Farrington Square","","2019-12-06"
"613","11:06:36 AM",40.611485,-75.377121,"Farrington Square","","2019-12-06"
"674","11:07:34 AM",40.611335,-75.378529,"","SouthSide","2019-12-06"
"676","11:07:39 AM",40.610939,-75.378472,"SouthSide","","2019-12-06"
"681","11:07:45 AM",40.610688,-75.378443,"SouthSide","","2019-12-06"
"688","11:07:51 AM",40.610672,-75.378456,"SouthSide","","2019-12-06"
"752","11:08:51 AM",40.610102,-75.378446,"","Farrington Square","2019-12-06"
"791","11:09:36 AM",40.609851,-75.377191,"Farrington Square","","2019-12-06"
"803","11:09:42 AM",40.609866,-75.376549,"Farrington Square","","2019-12-06"
"806","11:09:48 AM",40.609886,-75.376041,"Farrington Square","","2019-12-06"
"812","11:09:55 AM",40.609876,-75.375901,"Farrington Square","","2019-12-06"
"873","11:10:52 AM",40.608489,-75.375796,"","Whitaker Lab","2019-12-06"
"875","11:10:58 AM",40.608477,-75.375794,"","Whitaker Lab","2019-12-06"
"921","11:11:44 AM",40.607977,-75.374401,"Whitaker Lab","","2019-12-06"
"927","11:11:50 AM",40.607532,-75.37438,"Whitaker Lab","","2019-12-06"
"930","11:11:56 AM",40.607279,-75.374375,"","Williams Hall","2019-12-06"
"944","11:12:02 AM",40.607167,-75.374551,"","Williams Hall","2019-12-06"
"946","11:12:08 AM",40.606972,-75.374809,"","Williams Hall","2019-12-06"
"952","11:12:14 AM",40.606855,-75.374882,"","Williams Hall","2019-12-06"
"994","11:12:52 AM",40.606291,-75.375899,"Williams Hall","","2019-12-06"
"999","11:12:57 AM",40.60611,-75.376173,"Williams Hall","","2019-12-06"
"1001","11:13:03 AM",40.605796,-75.376379,"Williams Hall","","2019-12-06"
"1006","11:13:09 AM",40.605649,-75.376759,"Williams Hall","","2019-12-06"
"1013","11:13:15 AM",40.605559,-75.377185,"","Drown Hall","2019-12-06"
"1019","11:13:21 AM",40.605571,-75.377522,"","Drown Hall","2019-12-06"
"1028","11:13:27 AM",40.605585,-75.377557,"","Drown Hall","2019-12-06"
"1067","11:14:10 AM",40.605324,-75.378857,"","Taylor College","2019-12-06"
"1073","11:14:16 AM",40.605259,-75.378899,"","Taylor College","2019-12-06"
"1102","11:14:46 AM",40.604201,-75.379458,"Taylor College","","2019-12-06"
"1111","11:14:52 AM",40.604118,-75.379683,"Taylor College","","2019-12-06"
"1116","11:14:58 AM",40.604096,-75.379823,"Taylor College","","2019-12-06"
"1121","11:15:04 AM",40.604197,-75.380321,"Taylor College","","2019-12-06"
"1129","11:15:10 AM",40.604053,-75.380745,"Taylor College","","2019-12-06"
"1132","11:15:16 AM",40.603861,-75.38126,"Taylor College","","2019-12-06"
"1143","11:15:22 AM",40.603756,-75.381881,"Taylor College","","2019-12-06"
"1146","11:15:28 AM",40.603528,-75.382173,"Taylor College","","2019-12-06"
"1150","11:15:34 AM",40.603356,-75.381812,"Taylor College","","2019-12-06"
"1159","11:15:39 AM",40.603189,-75.381272,"","Sigma Phi Epsilon","2019-12-06"
"1160","11:15:45 AM",40.602951,-75.38087,"","Sigma Phi Epsilon","2019-12-06"
"1166","11:15:51 AM",40.602828,-75.380728,"","Sigma Phi Epsilon","2019-12-06"
"1203","11:16:24 AM",40.602102,-75.37986,"Sigma Phi Epsilon","","2019-12-06"
"1208","11:16:30 AM",40.602012,-75.379377,"","House 93","2019-12-06"
"1214","11:16:36 AM",40.602017,-75.37911,"","House 93","2019-12-06"
"1241","11:17:04 AM",40.602401,-75.377819,"House 93","","2019-12-06"
"1249","11:17:10 AM",40.602388,-75.377311,"House 93","","2019-12-06"
"1252","11:17:16 AM",40.602322,-75.376841,"","Alpha Phi","2019-12-06"
"1260","11:17:22 AM",40.602265,-75.376597,"","Alpha Phi","2019-12-06"
"1269","11:17:28 AM",40.602264,-75.376587,"","Alpha Phi","2019-12-06"
"1293","11:17:56 AM",40.601882,-75.375436,"Alpha Phi","","2019-12-06"
"1301","11:18:02 AM",40.601616,-75.375068,"Alpha Phi","","2019-12-06"
"1309","11:18:08 AM",40.601857,-75.374656,"Alpha Phi","","2019-12-06"
"1321","11:18:25 AM",40.601996,-75.374065,"Alpha Phi","","2019-12-06"
"1330","11:18:31 AM",40.601617,-75.373845,"Alpha Phi","","2019-12-06"
"1342","11:18:44 AM",40.600898,-75.372707,"Alpha Phi","","2019-12-06"
"1348","11:18:50 AM",40.600688,-75.37202,"Alpha Phi","","2019-12-06"
"1352","11:18:56 AM",40.600526,-75.371241,"Alpha Phi","","2019-12-06"
"1360","11:19:02 AM",40.600255,-75.370427,"Alpha Phi","","2019-12-06"
"1369","11:19:08 AM",40.600219,-75.3695,"Alpha Phi","","2019-12-06"
"1371","11:19:14 AM",40.600124,-75.368668,"Alpha Phi","","2019-12-06"
"1377","11:19:20 AM",40.600116,-75.367895,"Alpha Phi","","2019-12-06"
"1383","11:19:26 AM",40.600152,-75.367258,"Alpha Phi","","2019-12-06"
"1394","11:19:32 AM",40.600214,-75.366658,"Alpha Phi","","2019-12-06"
"1396","11:19:38 AM",40.600312,-75.366242,"Alpha Phi","","2019-12-06"
"1400","11:19:44 AM",40.600367,-75.365977,"Alpha Phi","","2019-12-06"
"1405","11:19:50 AM",40.600457,-75.365666,"Alpha Phi","","2019-12-06"
"1414","11:19:56 AM",40.600518,-75.365515,"Alpha Phi","","2019-12-06"
"1432","11:20:12 AM",40.600991,-75.364301,"Alpha Phi","","2019-12-06"
"1435","11:20:18 AM",40.601283,-75.363831,"Alpha Phi","","2019-12-06"
"1443","11:20:23 AM",40.601509,-75.363417,"Alpha Phi","","2019-12-06"
"1449","11:20:29 AM",40.601672,-75.363034,"Alpha Phi","","2019-12-06"
"1451","11:20:35 AM",40.601811,-75.362626,"Alpha Phi","","2019-12-06"
"1456","11:20:41 AM",40.601968,-75.362166,"Alpha Phi","","2019-12-06"
"1467","11:20:47 AM",40.602183,-75.361761,"Alpha Phi","","2019-12-06"
"1474","11:20:53 AM",40.602448,-75.361457,"Alpha Phi","","2019-12-06"
"1476","11:20:59 AM",40.602705,-75.361257,"Alpha Phi","","2019-12-06"
"1483","11:21:06 AM",40.603097,-75.36114,"Alpha Phi","","2019-12-06"
"1491","11:21:12 AM",40.603458,-75.361149,"Alpha Phi","","2019-12-06"
"1496","11:21:18 AM",40.603866,-75.36121,"","ATLSS","2019-12-06"
"1503","11:21:24 AM",40.60417,-75.361152,"","ATLSS","2019-12-06"
"1509","11:21:30 AM",40.604153,-75.360867,"","ATLSS","2019-12-06"
"1512","11:21:36 AM",40.604228,-75.360747,"ATLSS","","2019-12-06"
"1522","11:21:42 AM",40.604295,-75.360867,"","ATLSS","2019-12-06"
"1529","11:21:48 AM",40.604197,-75.361093,"","ATLSS","2019-12-06"
"1534","11:21:54 AM",40.604094,-75.361225,"","ATLSS","2019-12-06"
"1538","11:22:00 AM",40.603785,-75.361217,"","ATLSS","2019-12-06"
"1549","11:22:11 AM",40.603016,-75.361131,"ATLSS","","2019-12-06"
"1557","11:22:18 AM",40.602656,-75.361333,"ATLSS","","2019-12-06"
"1562","11:22:24 AM",40.6023,-75.361608,"ATLSS","","2019-12-06"
"1568","11:22:30 AM",40.602026,-75.362006,"ATLSS","","2019-12-06"
"1574","11:22:36 AM",40.601859,-75.362472,"ATLSS","","2019-12-06"
"1583","11:22:42 AM",40.601714,-75.362946,"ATLSS","","2019-12-06"
"1586","11:22:48 AM",40.601488,-75.363139,"ATLSS","","2019-12-06"
"1593","11:22:53 AM",40.601395,-75.363045,"ATLSS","","2019-12-06"
"1599","11:22:59 AM",40.601425,-75.362622,"ATLSS","","2019-12-06"
"1600","11:23:06 AM",40.601449,-75.36213,"ATLSS","","2019-12-06"
"1613","11:23:12 AM",40.601492,-75.361646,"ATLSS","","2019-12-06"
"1626","11:23:29 AM",40.601763,-75.360785,"","Iacocca Hall","2019-12-06"
"1632","11:23:35 AM",40.601748,-75.36079,"","Iacocca Hall","2019-12-06"
"1694","11:24:36 AM",40.601757,-75.360793,"","Iacocca Hall","2019-12-06"
"1754","11:25:36 AM",40.601756,-75.360795,"","Iacocca Hall","2019-12-06"
"1814","11:26:35 AM",40.601753,-75.360796,"","Iacocca Hall","2019-12-06"
"1873","11:27:36 AM",40.601748,-75.360797,"","Iacocca Hall","2019-12-06"
"1931","11:28:35 AM",40.601744,-75.360798,"","Iacocca Hall","2019-12-06"
"1993","11:29:36 AM",40.601741,-75.3608,"","Iacocca Hall","2019-12-06"
"2020","11:30:02 AM",40.602366,-75.359833,"Iacocca Hall","","2019-12-06"
"2029","11:30:08 AM",40.602615,-75.35953,"Iacocca Hall","","2019-12-06"
"2030","11:30:14 AM",40.602677,-75.359184,"Iacocca Hall","","2019-12-06"
"2039","11:30:20 AM",40.602466,-75.35884,"","Iacocca C Wing","2019-12-06"
"2040","11:30:26 AM",40.602274,-75.358491,"","Iacocca C Wing","2019-12-06"
"2053","11:30:32 AM",40.602212,-75.358357,"","Iacocca C Wing","2019-12-06"
"2073","11:30:54 AM",40.601811,-75.357135,"Iacocca C Wing","","2019-12-06"
"2077","11:31:00 AM",40.601508,-75.35712,"Iacocca C Wing","","2019-12-06"
"2084","11:31:06 AM",40.601197,-75.357282,"Iacocca C Wing","","2019-12-06"
"2093","11:31:12 AM",40.601,-75.357559,"Iacocca C Wing","","2019-12-06"
"2095","11:31:18 AM",40.600856,-75.357931,"Iacocca C Wing","","2019-12-06"
"2101","11:31:23 AM",40.600744,-75.358369,"Iacocca C Wing","","2019-12-06"
"2107","11:31:29 AM",40.600638,-75.35879,"Iacocca C Wing","","2019-12-06"
"2110","11:31:35 AM",40.600533,-75.359193,"Iacocca C Wing","","2019-12-06"
"2118","11:31:41 AM",40.600427,-75.359588,"Iacocca C Wing","","2019-12-06"
"2129","11:31:47 AM",40.600327,-75.360015,"Iacocca C Wing","","2019-12-06"
"2132","11:31:54 AM",40.600221,-75.360445,"Iacocca C Wing","","2019-12-06"
"2137","11:32:00 AM",40.600119,-75.360866,"Iacocca C Wing","","2019-12-06"
"2143","11:32:06 AM",40.59999,-75.361319,"Iacocca C Wing","","2019-12-06"
"2146","11:32:12 AM",40.599914,-75.361648,"Iacocca C Wing","","2019-12-06"
"2156","11:32:18 AM",40.599893,-75.361748,"Iacocca C Wing","","2019-12-06"
"2161","11:32:24 AM",40.599825,-75.362213,"Iacocca C Wing","","2019-12-06"
"2168","11:32:30 AM",40.599813,-75.362695,"","Building C","2019-12-06"
"2172","11:32:35 AM",40.599817,-75.36314,"","Building C","2019-12-06"
"2181","11:32:42 AM",40.599772,-75.363553,"Building C","","2019-12-06"
"2187","11:32:48 AM",40.599667,-75.363958,"Building C","","2019-12-06"
"2194","11:32:54 AM",40.599534,-75.364421,"Building C","","2019-12-06"
"2199","11:33:00 AM",40.599407,-75.364914,"Building C","","2019-12-06"
"2201","11:33:06 AM",40.599447,-75.365278,"","Jordan Hall","2019-12-06"
"2211","11:33:12 AM",40.599781,-75.365429,"","Jordan Hall","2019-12-06"
"2219","11:33:21 AM",40.600156,-75.365605,"","Jordan Hall","2019-12-06"
"2221","11:33:24 AM",40.600351,-75.365707,"Jordan Hall","","2019-12-06"
"2226","11:33:30 AM",40.600337,-75.366147,"Jordan Hall","","2019-12-06"
"2233","11:33:36 AM",40.600205,-75.366709,"Jordan Hall","","2019-12-06"
"2240","11:33:42 AM",40.600166,-75.36686,"Jordan Hall","","2019-12-06"
"2247","11:33:48 AM",40.599829,-75.367279,"Jordan Hall","","2019-12-06"
"2259","11:34:00 AM",40.599424,-75.367258,"Jordan Hall","","2019-12-06"
"2274","11:34:12 AM",40.599547,-75.367321,"Jordan Hall","","2019-12-06"
"2279","11:34:17 AM",40.599533,-75.367264,"Jordan Hall","","2019-12-06"
"2283","11:34:23 AM",40.599272,-75.367228,"Jordan Hall","","2019-12-06"
"2286","11:34:29 AM",40.598673,-75.366688,"Jordan Hall","","2019-12-06"
"2292","11:34:36 AM",40.598521,-75.365828,"Jordan Hall","","2019-12-06"
"2297","11:34:42 AM",40.598617,-75.364918,"Jordan Hall","","2019-12-06"
"2305","11:34:48 AM",40.598829,-75.363908,"Jordan Hall","","2019-12-06"
"2310","11:34:54 AM",40.598819,-75.362946,"Jordan Hall","","2019-12-06"
"2319","11:35:00 AM",40.598465,-75.362209,"Jordan Hall","","2019-12-06"
"2323","11:35:06 AM",40.597808,-75.362021,"Jordan Hall","","2019-12-06"
"2333","11:35:12 AM",40.597163,-75.362541,"Jordan Hall","","2019-12-06"
"2339","11:35:18 AM",40.596651,-75.363471,"Jordan Hall","","2019-12-06"
"2344","11:35:24 AM",40.596189,-75.364533,"Jordan Hall","","2019-12-06"
"2346","11:35:30 AM",40.595642,-75.365651,"Jordan Hall","","2019-12-06"
"2350","11:35:36 AM",40.594943,-75.366647,"Jordan Hall","","2019-12-06"
"2364","11:35:42 AM",40.594193,-75.367557,"Jordan Hall","","2019-12-06"
"2369","11:35:48 AM",40.593384,-75.368162,"Jordan Hall","","2019-12-06"
"2372","11:35:54 AM",40.592713,-75.368476,"Jordan Hall","","2019-12-06"
"2379","11:36:00 AM",40.592432,-75.368551,"Jordan Hall","","2019-12-06"
"2381","11:36:06 AM",40.592053,-75.368587,"Jordan Hall","","2019-12-06"
"2387","11:36:12 AM",40.591362,-75.368555,"Jordan Hall","","2019-12-06"
"2396","11:36:18 AM",40.590621,-75.368408,"Jordan Hall","","2019-12-06"
"2404","11:36:24 AM",40.589784,-75.368139,"Jordan Hall","","2019-12-06"
"2407","11:36:30 AM",40.588926,-75.367696,"Jordan Hall","","2019-12-06"
"2410","11:36:35 AM",40.588032,-75.367056,"Jordan Hall","","2019-12-06"
"2418","11:36:41 AM",40.587283,-75.366344,"Jordan Hall","","2019-12-06"
"2429","11:36:47 AM",40.586591,-75.3655,"Jordan Hall","","2019-12-06"
"2434","11:36:53 AM",40.585864,-75.364666,"Jordan Hall","","2019-12-06"
"2439","11:36:59 AM",40.585044,-75.363934,"Jordan Hall","","2019-12-06"
"2440","11:37:05 AM",40.584219,-75.363419,"Jordan Hall","","2019-12-06"
"2448","11:37:11 AM",40.583382,-75.363038,"Jordan Hall","","2019-12-06"
"2458","11:37:18 AM",40.582543,-75.362829,"Jordan Hall","","2019-12-06"
"2462","11:37:24 AM",40.581698,-75.362755,"Jordan Hall","","2019-12-06"
"2465","11:37:30 AM",40.580908,-75.362811,"Jordan Hall","","2019-12-06"
"2470","11:37:36 AM",40.580349,-75.363015,"Jordan Hall","","2019-12-06"
"2478","11:37:42 AM",40.580143,-75.363148,"Jordan Hall","","2019-12-06"
"2486","11:37:48 AM",40.580155,-75.363147,"Jordan Hall","","2019-12-06"
"2511","11:38:14 AM",40.579654,-75.361944,"Jordan Hall","","2019-12-06"
"2517","11:38:20 AM",40.579392,-75.360791,"Jordan Hall","","2019-12-06"
"2522","11:38:26 AM",40.578913,-75.359793,"Jordan Hall","","2019-12-06"
"2528","11:38:32 AM",40.578252,-75.359043,"Jordan Hall","","2019-12-06"
"2535","11:38:38 AM",40.578066,-75.358063,"Jordan Hall","","2019-12-06"
"2542","11:38:44 AM",40.578154,-75.356911,"Jordan Hall","","2019-12-06"
"2545","11:38:49 AM",40.578227,-75.355742,"Jordan Hall","","2019-12-06"
"2550","11:38:56 AM",40.578319,-75.354492,"Jordan Hall","","2019-12-06"
"2557","11:39:02 AM",40.578404,-75.35338,"Jordan Hall","","2019-12-06"
"2565","11:39:08 AM",40.578486,-75.352695,"Jordan Hall","","2019-12-06"
"2572","11:39:14 AM",40.57871,-75.352714,"Jordan Hall","","2019-12-06"
"2577","11:39:20 AM",40.578844,-75.352887,"Jordan Hall","","2019-12-06"
"2582","11:39:25 AM",40.578934,-75.353036,"Jordan Hall","","2019-12-06"
"2589","11:39:31 AM",40.578974,-75.353106,"Jordan Hall","","2019-12-06"
"2595","11:39:37 AM",40.578995,-75.353183,"Jordan Hall","","2019-12-06"
"2601","11:39:43 AM",40.579037,-75.353342,"Jordan Hall","","2019-12-06"
"2607","11:39:49 AM",40.579067,-75.353475,"Jordan Hall","","2019-12-06"
"2614","11:39:55 AM",40.579139,-75.353843,"Jordan Hall","","2019-12-06"
"2616","11:40:02 AM",40.579186,-75.35415,"Jordan Hall","","2019-12-06"
"2627","11:40:08 AM",40.579202,-75.354286,"Jordan Hall","","2019-12-06"
"2630","11:40:14 AM",40.579246,-75.354644,"","Saucon Village","2019-12-06"
"2635","11:40:20 AM",40.579271,-75.354951,"","Saucon Village","2019-12-06"
"2640","11:40:26 AM",40.579276,-75.354944,"","Saucon Village","2019-12-06"
"2702","11:41:26 AM",40.579274,-75.354933,"","Saucon Village","2019-12-06"
"2761","11:42:25 AM",40.579207,-75.356374,"Saucon Village","","2019-12-06"
"2767","11:42:31 AM",40.579144,-75.356621,"Saucon Village","","2019-12-06"
"2777","11:42:37 AM",40.579002,-75.357058,"Saucon Village","","2019-12-06"
"2782","11:42:43 AM",40.578754,-75.357536,"Saucon Village","","2019-12-06"
"2789","11:42:50 AM",40.578384,-75.357872,"Saucon Village","","2019-12-06"
"2790","11:42:56 AM",40.57815,-75.357939,"Saucon Village","","2019-12-06"
"2796","11:43:02 AM",40.578149,-75.357943,"Saucon Village","","2019-12-06"
"2816","11:43:20 AM",40.578579,-75.359407,"Saucon Village","","2019-12-06"
"2822","11:43:26 AM",40.579193,-75.36016,"Saucon Village","","2019-12-06"
"2826","11:43:32 AM",40.579526,-75.361277,"Saucon Village","","2019-12-06"
"2838","11:43:38 AM",40.5798,-75.362362,"Saucon Village","","2019-12-06"
"2840","11:43:44 AM",40.579999,-75.363033,"Saucon Village","","2019-12-06"
"2849","11:43:50 AM",40.580315,-75.363024,"Saucon Village","","2019-12-06"
"2854","11:43:56 AM",40.580851,-75.3628,"Saucon Village","","2019-12-06"
"2856","11:44:02 AM",40.581575,-75.362718,"Saucon Village","","2019-12-06"
"2867","11:44:08 AM",40.582316,-75.362774,"Saucon Village","","2019-12-06"
"2874","11:44:14 AM",40.582962,-75.362901,"Saucon Village","","2019-12-06"
"2878","11:44:20 AM",40.583394,-75.363025,"Saucon Village","","2019-12-06"
"2880","11:44:26 AM",40.583543,-75.363028,"Saucon Village","","2019-12-06"
"2885","11:44:32 AM",40.583701,-75.362487,"Saucon Village","","2019-12-06"
"2896","11:44:38 AM",40.58401,-75.362053,"Saucon Village","","2019-12-06"
"2902","11:44:43 AM",40.584463,-75.361839,"Saucon Village","","2019-12-06"
"2905","11:44:49 AM",40.584956,-75.361802,"Saucon Village","","2019-12-06"
"2912","11:44:55 AM",40.585365,-75.361657,"Saucon Village","","2019-12-06"
"2919","11:45:01 AM",40.585508,-75.361192,"Saucon Village","","2019-12-06"
"2925","11:45:07 AM",40.58556,-75.360691,"Saucon Village","","2019-12-06"
"2934","11:45:13 AM",40.585604,-75.360123,"Saucon Village","","2019-12-06"
"2936","11:45:19 AM",40.585663,-75.35954,"Saucon Village","","2019-12-06"
"2943","11:45:26 AM",40.58568,-75.359345,"Saucon Village","","2019-12-06"
"2948","11:45:32 AM",40.585734,-75.358796,"","Stabler Arena","2019-12-06"
"2956","11:45:38 AM",40.585797,-75.358159,"","Stabler Arena","2019-12-06"
"2961","11:45:44 AM",40.58585,-75.357492,"Saucon Village","","2019-12-06"
"2967","11:45:50 AM",40.585905,-75.356853,"Saucon Village","","2019-12-06"
"2970","11:45:56 AM",40.585958,-75.356245,"Saucon Village","","2019-12-06"
"2979","11:46:02 AM",40.586019,-75.355675,"Saucon Village","","2019-12-06"
"2987","11:46:08 AM",40.58597,-75.35527,"","Goodman Campus","2019-12-06"
"2992","11:46:14 AM",40.586023,-75.354984,"","Goodman Campus","2019-12-06"
"2998","11:46:20 AM",40.586029,-75.354982,"","Goodman Campus","2019-12-06"
"3022","11:46:46 AM",40.586059,-75.356452,"Goodman Campus","","2019-12-06"
"3029","11:46:51 AM",40.586001,-75.357083,"Goodman Campus","","2019-12-06"
"3036","11:46:58 AM",40.58594,-75.357747,"Goodman Campus","","2019-12-06"
"3040","11:47:04 AM",40.585874,-75.358398,"","Stabler Arena","2019-12-06"
"3047","11:47:09 AM",40.585813,-75.359043,"Goodman Campus","","2019-12-06"
"3053","11:47:16 AM",40.585754,-75.359677,"Goodman Campus","","2019-12-06"
"3056","11:47:22 AM",40.585693,-75.360328,"Goodman Campus","","2019-12-06"
"3066","11:47:28 AM",40.585632,-75.361056,"Goodman Campus","","2019-12-06"
"3071","11:47:33 AM",40.585453,-75.361749,"Goodman Campus","","2019-12-06"
"3079","11:47:39 AM",40.584945,-75.362136,"Goodman Campus","","2019-12-06"
"3084","11:47:45 AM",40.584545,-75.362706,"Goodman Campus","","2019-12-06"
"3085","11:47:51 AM",40.584366,-75.363261,"Goodman Campus","","2019-12-06"
"3095","11:47:57 AM",40.584329,-75.363383,"Goodman Campus","","2019-12-06"
"3120","11:48:26 AM",40.585194,-75.364032,"Goodman Campus","","2019-12-06"
"3125","11:48:32 AM",40.585981,-75.364748,"Goodman Campus","","2019-12-06"
"3135","11:48:38 AM",40.586763,-75.365682,"Goodman Campus","","2019-12-06"
"3141","11:48:44 AM",40.587591,-75.366627,"Goodman Campus","","2019-12-06"
"3148","11:48:50 AM",40.588525,-75.36743,"Goodman Campus","","2019-12-06"
"3151","11:48:56 AM",40.589502,-75.36799,"Goodman Campus","","2019-12-06"
"3158","11:49:02 AM",40.590432,-75.368353,"Goodman Campus","","2019-12-06"
"3168","11:49:07 AM",40.591313,-75.368547,"Goodman Campus","","2019-12-06"
"3171","11:49:14 AM",40.592066,-75.368612,"Goodman Campus","","2019-12-06"
"3179","11:49:20 AM",40.592255,-75.368588,"Goodman Campus","","2019-12-06"
"3184","11:49:26 AM",40.59264,-75.368519,"Goodman Campus","","2019-12-06"
"3186","11:49:32 AM",40.593313,-75.36825,"Goodman Campus","","2019-12-06"
"3198","11:49:38 AM",40.594005,-75.367785,"Goodman Campus","","2019-12-06"
"3201","11:49:44 AM",40.594627,-75.367147,"Goodman Campus","","2019-12-06"
"3206","11:49:50 AM",40.595201,-75.366358,"Goodman Campus","","2019-12-06"
