"","Time","Latitude","Longitude","Last.Stop","Current.Stop","Date"
"435","11:03:39 AM",40.603657,-75.382177,"Taylor College","","2019-12-06"
"442","11:03:45 AM",40.603303,-75.382048,"Taylor College","","2019-12-06"
"448","11:03:51 AM",40.603144,-75.381541,"Taylor College","","2019-12-06"
"458","11:03:57 AM",40.602991,-75.381047,"","Sigma Phi Epsilon","2019-12-06"
"464","11:04:03 AM",40.602784,-75.38068,"","Sigma Phi Epsilon","2019-12-06"
"467","11:04:09 AM",40.602766,-75.380679,"","Sigma Phi Epsilon","2019-12-06"
"497","11:04:37 AM",40.602051,-75.379812,"Sigma Phi Epsilon","","2019-12-06"
"504","11:04:43 AM",40.601854,-75.379269,"","House 93","2019-12-06"
"509","11:04:49 AM",40.601825,-75.37899,"","House 93","2019-12-06"
"511","11:04:55 AM",40.601962,-75.378668,"House 93","","2019-12-06"
"515","11:05:00 AM",40.602266,-75.37811,"House 93","","2019-12-06"
"528","11:05:06 AM",40.602302,-75.377502,"House 93","","2019-12-06"
"531","11:05:12 AM",40.602253,-75.376964,"","Alpha Phi","2019-12-06"
"538","11:05:19 AM",40.602179,-75.376558,"","Alpha Phi","2019-12-06"
"544","11:05:25 AM",40.602224,-75.376239,"","Alpha Phi","2019-12-06"
"547","11:05:31 AM",40.602058,-75.375683,"Alpha Phi","","2019-12-06"
"556","11:05:37 AM",40.601686,-75.375235,"Alpha Phi","","2019-12-06"
"564","11:05:43 AM",40.601601,-75.374835,"Alpha Phi","","2019-12-06"
"565","11:05:49 AM",40.601945,-75.374423,"Alpha Phi","","2019-12-06"
"572","11:05:55 AM",40.602051,-75.374159,"Alpha Phi","","2019-12-06"
"576","11:06:01 AM",40.601901,-75.373991,"Alpha Phi","","2019-12-06"
"589","11:06:07 AM",40.601448,-75.373847,"Alpha Phi","","2019-12-06"
"593","11:06:13 AM",40.601088,-75.373315,"Alpha Phi","","2019-12-06"
"598","11:06:19 AM",40.600846,-75.372671,"Alpha Phi","","2019-12-06"
"614","11:06:32 AM",40.600358,-75.370762,"Alpha Phi","","2019-12-06"
"618","11:06:37 AM",40.600184,-75.369637,"Alpha Phi","","2019-12-06"
"620","11:06:43 AM",40.600041,-75.3686,"Alpha Phi","","2019-12-06"
"627","11:06:49 AM",40.600039,-75.367637,"Alpha Phi","","2019-12-06"
"633","11:06:55 AM",40.600113,-75.366769,"Alpha Phi","","2019-12-06"
"636","11:07:01 AM",40.600242,-75.36608,"Alpha Phi","","2019-12-06"
"660","11:07:25 AM",40.60099,-75.364299,"Alpha Phi","","2019-12-06"
"665","11:07:31 AM",40.601305,-75.363684,"Alpha Phi","","2019-12-06"
"675","11:07:37 AM",40.601579,-75.363036,"Alpha Phi","","2019-12-06"
"682","11:07:43 AM",40.60187,-75.36225,"Alpha Phi","","2019-12-06"
"689","11:07:49 AM",40.602288,-75.361532,"Alpha Phi","","2019-12-06"
"694","11:07:55 AM",40.602912,-75.361158,"Alpha Phi","","2019-12-06"
"699","11:08:01 AM",40.603552,-75.361125,"Alpha Phi","","2019-12-06"
"705","11:08:07 AM",40.603888,-75.361252,"","ATLSS","2019-12-06"
"713","11:08:13 AM",40.604156,-75.361199,"","ATLSS","2019-12-06"
"717","11:08:19 AM",40.604208,-75.360973,"","ATLSS","2019-12-06"
"724","11:08:25 AM",40.604143,-75.360863,"","ATLSS","2019-12-06"
"725","11:08:31 AM",40.60413,-75.360796,"","ATLSS","2019-12-06"
"777","11:09:21 AM",40.60291,-75.361145,"ATLSS","","2019-12-06"
"786","11:09:27 AM",40.602331,-75.361477,"ATLSS","","2019-12-06"
"794","11:09:33 AM",40.601906,-75.362158,"ATLSS","","2019-12-06"
"797","11:09:39 AM",40.601724,-75.362877,"ATLSS","","2019-12-06"
"804","11:09:45 AM",40.60147,-75.363157,"ATLSS","","2019-12-06"
"808","11:09:51 AM",40.60137,-75.36297,"ATLSS","","2019-12-06"
"816","11:09:57 AM",40.601299,-75.362381,"ATLSS","","2019-12-06"
"823","11:10:03 AM",40.601359,-75.361603,"ATLSS","","2019-12-06"
"827","11:10:09 AM",40.601563,-75.360852,"","Iacocca Hall","2019-12-06"
"830","11:10:15 AM",40.601709,-75.360622,"","Iacocca Hall","2019-12-06"
"839","11:10:21 AM",40.601717,-75.360582,"","Iacocca Hall","2019-12-06"
"896","11:11:21 AM",40.601729,-75.360571,"","Iacocca Hall","2019-12-06"
"955","11:12:21 AM",40.601753,-75.360574,"","Iacocca Hall","2019-12-06"
"1018","11:13:21 AM",40.601746,-75.360562,"","Iacocca Hall","2019-12-06"
"1075","11:14:21 AM",40.601746,-75.360567,"","Iacocca Hall","2019-12-06"
"1139","11:15:21 AM",40.601752,-75.360573,"","Iacocca Hall","2019-12-06"
"1195","11:16:21 AM",40.601764,-75.360584,"","Iacocca Hall","2019-12-06"
"1255","11:17:21 AM",40.601769,-75.360594,"","Iacocca Hall","2019-12-06"
"1308","11:18:11 AM",40.60247,-75.359611,"Iacocca Hall","","2019-12-06"
"1317","11:18:17 AM",40.602641,-75.359138,"Iacocca Hall","","2019-12-06"
"1323","11:18:23 AM",40.602411,-75.358679,"","Iacocca C Wing","2019-12-06"
"1325","11:18:29 AM",40.60228,-75.358368,"","Iacocca C Wing","2019-12-06"
"1331","11:18:35 AM",40.602132,-75.358075,"","Iacocca C Wing","2019-12-06"
"1335","11:18:41 AM",40.602086,-75.357549,"Iacocca C Wing","","2019-12-06"
"1345","11:18:47 AM",40.60188,-75.35716,"Iacocca C Wing","","2019-12-06"
"1351","11:18:53 AM",40.601414,-75.35712,"Iacocca C Wing","","2019-12-06"
"1355","11:18:59 AM",40.600985,-75.357484,"Iacocca C Wing","","2019-12-06"
"1364","11:19:05 AM",40.600757,-75.358072,"Iacocca C Wing","","2019-12-06"
"1365","11:19:11 AM",40.600644,-75.358737,"Iacocca C Wing","","2019-12-06"
"1375","11:19:17 AM",40.600539,-75.359477,"Iacocca C Wing","","2019-12-06"
"1380","11:19:23 AM",40.600376,-75.360242,"Iacocca C Wing","","2019-12-06"
"1385","11:19:29 AM",40.600194,-75.360974,"Iacocca C Wing","","2019-12-06"
"1391","11:19:35 AM",40.600064,-75.361581,"Iacocca C Wing","","2019-12-06"
"1399","11:19:41 AM",40.599983,-75.361736,"Iacocca C Wing","","2019-12-06"
"1409","11:19:47 AM",40.599914,-75.362225,"Iacocca C Wing","","2019-12-06"
"1412","11:19:53 AM",40.599863,-75.362744,"","Building C","2019-12-06"
"1415","11:19:59 AM",40.599842,-75.363382,"","Building C","2019-12-06"
"1420","11:20:05 AM",40.599681,-75.364018,"Building C","","2019-12-06"
"1428","11:20:11 AM",40.59949,-75.36467,"Building C","","2019-12-06"
"1437","11:20:17 AM",40.599413,-75.365057,"","Jordan Hall","2019-12-06"
"1444","11:20:23 AM",40.59951,-75.365323,"","Jordan Hall","2019-12-06"
"1447","11:20:29 AM",40.599889,-75.365498,"","Jordan Hall","2019-12-06"
"1454","11:20:35 AM",40.600234,-75.36563,"Jordan Hall","","2019-12-06"
"1459","11:20:41 AM",40.600478,-75.365796,"Jordan Hall","","2019-12-06"
"1468","11:20:47 AM",40.600463,-75.366139,"Jordan Hall","","2019-12-06"
"1472","11:20:53 AM",40.600304,-75.366652,"Jordan Hall","","2019-12-06"
"1478","11:20:59 AM",40.600013,-75.367176,"Jordan Hall","","2019-12-06"
"1480","11:21:05 AM",40.599612,-75.367372,"Jordan Hall","","2019-12-06"
"1504","11:21:22 AM",40.598639,-75.366565,"Jordan Hall","","2019-12-06"
"1507","11:21:28 AM",40.598513,-75.365823,"Jordan Hall","","2019-12-06"
"1513","11:21:35 AM",40.598639,-75.364893,"Jordan Hall","","2019-12-06"
"1518","11:21:41 AM",40.598758,-75.364035,"Jordan Hall","","2019-12-06"
"1528","11:21:47 AM",40.598798,-75.363187,"Jordan Hall","","2019-12-06"
"1533","11:21:53 AM",40.598592,-75.362456,"Jordan Hall","","2019-12-06"
"1537","11:21:59 AM",40.59808,-75.361991,"Jordan Hall","","2019-12-06"
"1542","11:22:05 AM",40.597459,-75.362173,"Jordan Hall","","2019-12-06"
"1547","11:22:11 AM",40.596937,-75.362816,"Jordan Hall","","2019-12-06"
"1559","11:22:17 AM",40.59658,-75.363631,"Jordan Hall","","2019-12-06"
"1560","11:22:23 AM",40.596218,-75.36449,"Jordan Hall","","2019-12-06"
"1569","11:22:29 AM",40.595802,-75.365364,"Jordan Hall","","2019-12-06"
"1570","11:22:35 AM",40.595326,-75.366159,"Jordan Hall","","2019-12-06"
"1577","11:22:41 AM",40.594817,-75.366885,"Jordan Hall","","2019-12-06"
"1587","11:22:47 AM",40.594215,-75.367564,"Jordan Hall","","2019-12-06"
"1592","11:22:53 AM",40.593604,-75.368084,"Jordan Hall","","2019-12-06"
"1598","11:22:59 AM",40.593004,-75.368428,"Jordan Hall","","2019-12-06"
"1601","11:23:05 AM",40.59252,-75.368563,"Jordan Hall","","2019-12-06"
"1607","11:23:11 AM",40.592408,-75.368589,"Jordan Hall","","2019-12-06"
"1615","11:23:17 AM",40.59213,-75.368643,"Jordan Hall","","2019-12-06"
"1624","11:23:23 AM",40.5916,-75.368584,"Jordan Hall","","2019-12-06"
"1628","11:23:29 AM",40.591016,-75.36855,"Jordan Hall","","2019-12-06"
"1631","11:23:35 AM",40.590291,-75.368369,"Jordan Hall","","2019-12-06"
"1635","11:23:41 AM",40.589554,-75.368039,"Jordan Hall","","2019-12-06"
"1649","11:23:47 AM",40.58877,-75.367624,"Jordan Hall","","2019-12-06"
"1654","11:23:53 AM",40.588093,-75.367097,"Jordan Hall","","2019-12-06"
"1656","11:23:59 AM",40.587444,-75.36654,"Jordan Hall","","2019-12-06"
"1663","11:24:05 AM",40.586854,-75.36586,"Jordan Hall","","2019-12-06"
"1669","11:24:11 AM",40.586251,-75.365182,"Jordan Hall","","2019-12-06"
"1679","11:24:17 AM",40.585679,-75.364534,"Jordan Hall","","2019-12-06"
"1682","11:24:22 AM",40.584989,-75.363964,"Jordan Hall","","2019-12-06"
"1687","11:24:28 AM",40.58436,-75.363495,"Jordan Hall","","2019-12-06"
"1693","11:24:34 AM",40.583651,-75.36316,"Jordan Hall","","2019-12-06"
"1698","11:24:40 AM",40.58288,-75.36296,"Jordan Hall","","2019-12-06"
"1706","11:24:47 AM",40.58209,-75.362792,"Jordan Hall","","2019-12-06"
"1711","11:24:53 AM",40.581291,-75.36279,"Jordan Hall","","2019-12-06"
"1719","11:24:59 AM",40.580569,-75.362946,"Jordan Hall","","2019-12-06"
"1721","11:25:05 AM",40.580107,-75.363226,"Jordan Hall","","2019-12-06"
"1727","11:25:11 AM",40.579936,-75.363237,"Jordan Hall","","2019-12-06"
"1739","11:25:17 AM",40.579791,-75.362684,"Jordan Hall","","2019-12-06"
"1744","11:25:23 AM",40.579594,-75.361889,"Jordan Hall","","2019-12-06"
"1745","11:25:29 AM",40.579391,-75.360998,"Jordan Hall","","2019-12-06"
"1753","11:25:35 AM",40.57919,-75.360207,"Jordan Hall","","2019-12-06"
"1758","11:25:41 AM",40.578675,-75.359531,"Jordan Hall","","2019-12-06"
"1766","11:25:47 AM",40.57815,-75.358924,"Jordan Hall","","2019-12-06"
"1772","11:25:53 AM",40.578029,-75.358102,"Jordan Hall","","2019-12-06"
"1776","11:25:59 AM",40.578114,-75.35721,"Jordan Hall","","2019-12-06"
"1781","11:26:05 AM",40.57826,-75.356337,"Jordan Hall","","2019-12-06"
"1785","11:26:11 AM",40.57832,-75.355329,"Jordan Hall","","2019-12-06"
"1797","11:26:17 AM",40.578373,-75.354263,"Jordan Hall","","2019-12-06"
"1803","11:26:23 AM",40.578417,-75.353294,"Jordan Hall","","2019-12-06"
"1809","11:26:29 AM",40.578484,-75.352708,"Jordan Hall","","2019-12-06"
"1811","11:26:35 AM",40.578678,-75.352584,"Jordan Hall","","2019-12-06"
"1815","11:26:41 AM",40.578878,-75.352779,"Jordan Hall","","2019-12-06"
"1827","11:26:47 AM",40.578964,-75.352901,"Jordan Hall","","2019-12-06"
"1832","11:26:53 AM",40.579018,-75.353021,"Jordan Hall","","2019-12-06"
"1837","11:26:59 AM",40.579091,-75.353128,"Jordan Hall","","2019-12-06"
"1843","11:27:05 AM",40.579181,-75.353321,"Jordan Hall","","2019-12-06"
"1846","11:27:11 AM",40.579193,-75.353523,"Jordan Hall","","2019-12-06"
"1857","11:27:17 AM",40.579245,-75.353722,"Jordan Hall","","2019-12-06"
"1864","11:27:23 AM",40.579297,-75.354062,"Jordan Hall","","2019-12-06"
"1865","11:27:29 AM",40.579332,-75.354298,"Jordan Hall","","2019-12-06"
"1874","11:27:35 AM",40.579353,-75.354504,"Jordan Hall","","2019-12-06"
"1877","11:27:41 AM",40.579394,-75.354846,"","Saucon Village","2019-12-06"
"1887","11:27:47 AM",40.579475,-75.355113,"","Saucon Village","2019-12-06"
"1893","11:27:53 AM",40.579461,-75.35507,"","Saucon Village","2019-12-06"
"1954","11:28:53 AM",40.579438,-75.355064,"","Saucon Village","2019-12-06"
"2011","11:29:53 AM",40.579434,-75.355065,"","Saucon Village","2019-12-06"
"2045","11:30:31 AM",40.579222,-75.356376,"Saucon Village","","2019-12-06"
"2057","11:30:37 AM",40.579118,-75.356697,"Saucon Village","","2019-12-06"
"2063","11:30:43 AM",40.578891,-75.357279,"Saucon Village","","2019-12-06"
"2067","11:30:49 AM",40.578475,-75.357861,"Saucon Village","","2019-12-06"
"2072","11:30:55 AM",40.578126,-75.357961,"Saucon Village","","2019-12-06"
"2076","11:31:00 AM",40.578021,-75.358094,"Saucon Village","","2019-12-06"
"2080","11:31:06 AM",40.578118,-75.3587,"Saucon Village","","2019-12-06"
"2092","11:31:12 AM",40.578547,-75.359388,"Saucon Village","","2019-12-06"
"2097","11:31:19 AM",40.579175,-75.360048,"Saucon Village","","2019-12-06"
"2100","11:31:25 AM",40.579531,-75.361058,"Saucon Village","","2019-12-06"
"2105","11:31:31 AM",40.579826,-75.362125,"Saucon Village","","2019-12-06"
"2119","11:31:37 AM",40.580002,-75.362951,"Saucon Village","","2019-12-06"
"2121","11:31:43 AM",40.580123,-75.363147,"Saucon Village","","2019-12-06"
"2125","11:31:49 AM",40.580409,-75.363001,"Saucon Village","","2019-12-06"
"2134","11:31:55 AM",40.580915,-75.362761,"Saucon Village","","2019-12-06"
"2135","11:32:01 AM",40.581651,-75.36268,"Saucon Village","","2019-12-06"
"2147","11:32:07 AM",40.58245,-75.362784,"Saucon Village","","2019-12-06"
"2154","11:32:13 AM",40.583133,-75.36295,"Saucon Village","","2019-12-06"
"2157","11:32:19 AM",40.583558,-75.363032,"Saucon Village","","2019-12-06"
"2164","11:32:25 AM",40.583667,-75.362564,"Saucon Village","","2019-12-06"
"2165","11:32:31 AM",40.583987,-75.362078,"Saucon Village","","2019-12-06"
"2175","11:32:37 AM",40.58446,-75.361836,"Saucon Village","","2019-12-06"
"2180","11:32:43 AM",40.584989,-75.361752,"Saucon Village","","2019-12-06"
"2188","11:32:49 AM",40.585434,-75.361635,"Saucon Village","","2019-12-06"
"2190","11:32:55 AM",40.585521,-75.361046,"Saucon Village","","2019-12-06"
"2195","11:33:01 AM",40.585554,-75.360435,"Saucon Village","","2019-12-06"
"2209","11:33:07 AM",40.585598,-75.359858,"Saucon Village","","2019-12-06"
"2214","11:33:13 AM",40.585634,-75.359432,"Saucon Village","","2019-12-06"
"2216","11:33:19 AM",40.585701,-75.359228,"Saucon Village","","2019-12-06"
"2224","11:33:25 AM",40.585822,-75.358767,"","Stabler Arena","2019-12-06"
"2227","11:33:31 AM",40.585818,-75.358088,"","Stabler Arena","2019-12-06"
"2238","11:33:37 AM",40.585863,-75.357413,"Saucon Village","","2019-12-06"
"2242","11:33:43 AM",40.585878,-75.356716,"Saucon Village","","2019-12-06"
"2245","11:33:49 AM",40.585935,-75.356055,"Saucon Village","","2019-12-06"
"2250","11:33:55 AM",40.585976,-75.355474,"","Goodman Campus","2019-12-06"
"2257","11:34:01 AM",40.585875,-75.355202,"","Goodman Campus","2019-12-06"
"2261","11:34:06 AM",40.585952,-75.355022,"","Goodman Campus","2019-12-06"
"2299","11:34:41 AM",40.586045,-75.356584,"Goodman Campus","","2019-12-06"
"2306","11:34:47 AM",40.585946,-75.357108,"Goodman Campus","","2019-12-06"
"2312","11:34:53 AM",40.585864,-75.357763,"Goodman Campus","","2019-12-06"
"2317","11:34:59 AM",40.585901,-75.358393,"","Stabler Arena","2019-12-06"
"2320","11:35:05 AM",40.585837,-75.358997,"Goodman Campus","","2019-12-06"
"2325","11:35:11 AM",40.58578,-75.359519,"Goodman Campus","","2019-12-06"
"2338","11:35:17 AM",40.585746,-75.360065,"Goodman Campus","","2019-12-06"
"2340","11:35:23 AM",40.585677,-75.360562,"Goodman Campus","","2019-12-06"
"2348","11:35:29 AM",40.585612,-75.361056,"Goodman Campus","","2019-12-06"
"2354","11:35:35 AM",40.585516,-75.361591,"Goodman Campus","","2019-12-06"
"2357","11:35:41 AM",40.585152,-75.362017,"Goodman Campus","","2019-12-06"
"2367","11:35:47 AM",40.584672,-75.362397,"Goodman Campus","","2019-12-06"
"2374","11:35:53 AM",40.584389,-75.363048,"Goodman Campus","","2019-12-06"
"2378","11:35:59 AM",40.584369,-75.363331,"Goodman Campus","","2019-12-06"
"2397","11:36:21 AM",40.585231,-75.364025,"Goodman Campus","","2019-12-06"
"2406","11:36:27 AM",40.585856,-75.364634,"Goodman Campus","","2019-12-06"
"2412","11:36:33 AM",40.586444,-75.365305,"Goodman Campus","","2019-12-06"
"2419","11:36:39 AM",40.587122,-75.366071,"Goodman Campus","","2019-12-06"
"2422","11:36:45 AM",40.587814,-75.366801,"Goodman Campus","","2019-12-06"
"2427","11:36:51 AM",40.588637,-75.367475,"Goodman Campus","","2019-12-06"
"2436","11:36:57 AM",40.589527,-75.367993,"Goodman Campus","","2019-12-06"
"2441","11:37:03 AM",40.590418,-75.368358,"Goodman Campus","","2019-12-06"
"2446","11:37:09 AM",40.591238,-75.368539,"Goodman Campus","","2019-12-06"
"2450","11:37:15 AM",40.592001,-75.368634,"Goodman Campus","","2019-12-06"
"2457","11:37:21 AM",40.592254,-75.368589,"Goodman Campus","","2019-12-06"
"2460","11:37:26 AM",40.592542,-75.368529,"Goodman Campus","","2019-12-06"
"2473","11:37:32 AM",40.593081,-75.368339,"Goodman Campus","","2019-12-06"
"2476","11:37:38 AM",40.593767,-75.368007,"Goodman Campus","","2019-12-06"
"2482","11:37:45 AM",40.594337,-75.367473,"Goodman Campus","","2019-12-06"
"2485","11:37:51 AM",40.594941,-75.366879,"Goodman Campus","","2019-12-06"
"2499","11:37:57 AM",40.595363,-75.366281,"Goodman Campus","","2019-12-06"
"2501","11:38:03 AM",40.595806,-75.365493,"Goodman Campus","","2019-12-06"
"2508","11:38:09 AM",40.596176,-75.364508,"Goodman Campus","","2019-12-06"
"2512","11:38:15 AM",40.596562,-75.363546,"Goodman Campus","","2019-12-06"
"2515","11:38:21 AM",40.597056,-75.362577,"Goodman Campus","","2019-12-06"
"2526","11:38:27 AM",40.597733,-75.362014,"Goodman Campus","","2019-12-06"
"2533","11:38:33 AM",40.59852,-75.362104,"Goodman Campus","","2019-12-06"
"2539","11:38:39 AM",40.598964,-75.362747,"Goodman Campus","","2019-12-06"
"2543","11:38:45 AM",40.598935,-75.363105,"Goodman Campus","","2019-12-06"
"2548","11:38:51 AM",40.598923,-75.363685,"Goodman Campus","","2019-12-06"
"2556","11:38:57 AM",40.598798,-75.364375,"Goodman Campus","","2019-12-06"
"2561","11:39:03 AM",40.598634,-75.365118,"Goodman Campus","","2019-12-06"
"2566","11:39:09 AM",40.598567,-75.366018,"Goodman Campus","","2019-12-06"
"2573","11:39:15 AM",40.598804,-75.366882,"Goodman Campus","","2019-12-06"
"2579","11:39:21 AM",40.599377,-75.367368,"Goodman Campus","","2019-12-06"
"2587","11:39:29 AM",40.600025,-75.367237,"Goodman Campus","","2019-12-06"
"2602","11:39:45 AM",40.600389,-75.365771,"Goodman Campus","","2019-12-06"
"2608","11:39:51 AM",40.600023,-75.365608,"","Jordan Hall","2019-12-06"
"2618","11:39:57 AM",40.599579,-75.365362,"","Jordan Hall","2019-12-06"
"2620","11:40:03 AM",40.599355,-75.364926,"Jordan Hall","","2019-12-06"
"2625","11:40:09 AM",40.599553,-75.364227,"Jordan Hall","","2019-12-06"
"2633","11:40:15 AM",40.599769,-75.363498,"Jordan Hall","","2019-12-06"
"2638","11:40:21 AM",40.599839,-75.362749,"","Building C","2019-12-06"
"2647","11:40:27 AM",40.599832,-75.36205,"Building C","","2019-12-06"
"2651","11:40:33 AM",40.599822,-75.36172,"Building C","","2019-12-06"
"2667","11:40:49 AM",40.600095,-75.360441,"Building C","","2019-12-06"
"2673","11:40:55 AM",40.600396,-75.359605,"Building C","","2019-12-06"
"2679","11:41:01 AM",40.60064,-75.358773,"Building C","","2019-12-06"
"2682","11:41:07 AM",40.600845,-75.357989,"Building C","","2019-12-06"
"2692","11:41:13 AM",40.601185,-75.357287,"Building C","","2019-12-06"
"2698","11:41:19 AM",40.601679,-75.357057,"Building C","","2019-12-06"
"2703","11:41:25 AM",40.602141,-75.357483,"Building C","","2019-12-06"
"2709","11:41:31 AM",40.602247,-75.358114,"","Iacocca C Wing","2019-12-06"
"2716","11:41:37 AM",40.602301,-75.358271,"","Iacocca C Wing","2019-12-06"
"2721","11:41:43 AM",40.602506,-75.358727,"","Iacocca C Wing","2019-12-06"
"2729","11:41:49 AM",40.602768,-75.359264,"Iacocca C Wing","","2019-12-06"
"2731","11:41:55 AM",40.602402,-75.359864,"Iacocca C Wing","","2019-12-06"
"2735","11:42:01 AM",40.601993,-75.360306,"","Iacocca Hall","2019-12-06"
"2749","11:42:07 AM",40.602041,-75.360454,"","Iacocca Hall","2019-12-06"
"2809","11:43:07 AM",40.602025,-75.360434,"","Iacocca Hall","2019-12-06"
"2862","11:44:07 AM",40.602042,-75.360443,"","Iacocca Hall","2019-12-06"
"2928","11:45:07 AM",40.602059,-75.360454,"","Iacocca Hall","2019-12-06"
"2964","11:45:43 AM",40.601514,-75.361561,"Iacocca Hall","","2019-12-06"
"2968","11:45:49 AM",40.601423,-75.362271,"Iacocca Hall","","2019-12-06"
"2973","11:45:55 AM",40.601377,-75.362931,"Iacocca Hall","","2019-12-06"
"2977","11:46:01 AM",40.60152,-75.363184,"Iacocca Hall","","2019-12-06"
"2984","11:46:07 AM",40.601723,-75.362914,"Iacocca Hall","","2019-12-06"
"2994","11:46:13 AM",40.601929,-75.362246,"Iacocca Hall","","2019-12-06"
"2999","11:46:19 AM",40.602293,-75.361566,"Iacocca Hall","","2019-12-06"
"3004","11:46:25 AM",40.602813,-75.361151,"Iacocca Hall","","2019-12-06"
"3005","11:46:31 AM",40.603484,-75.361119,"Iacocca Hall","","2019-12-06"
"3012","11:46:37 AM",40.604038,-75.361229,"","ATLSS","2019-12-06"
"3020","11:46:43 AM",40.604233,-75.361032,"","ATLSS","2019-12-06"
"3027","11:46:49 AM",40.604038,-75.360837,"","ATLSS","2019-12-06"
"3032","11:46:55 AM",40.604075,-75.360689,"ATLSS","","2019-12-06"
"3037","11:47:01 AM",40.60421,-75.360791,"","ATLSS","2019-12-06"
"3096","11:47:59 AM",40.602914,-75.361189,"ATLSS","","2019-12-06"
"3102","11:48:05 AM",40.602381,-75.361505,"ATLSS","","2019-12-06"
"3105","11:48:11 AM",40.601974,-75.362133,"ATLSS","","2019-12-06"
"3110","11:48:17 AM",40.601751,-75.362906,"ATLSS","","2019-12-06"
"3124","11:48:23 AM",40.601482,-75.363552,"ATLSS","","2019-12-06"
"3126","11:48:29 AM",40.60123,-75.363885,"ATLSS","","2019-12-06"
"3134","11:48:35 AM",40.601009,-75.364165,"ATLSS","","2019-12-06"
"3137","11:48:41 AM",40.600657,-75.364719,"ATLSS","","2019-12-06"
"3142","11:48:47 AM",40.600437,-75.365396,"ATLSS","","2019-12-06"
"3152","11:48:53 AM",40.60038,-75.365648,"ATLSS","","2019-12-06"
"3156","11:48:59 AM",40.60028,-75.366152,"ATLSS","","2019-12-06"
"3162","11:49:05 AM",40.600184,-75.366883,"ATLSS","","2019-12-06"
"3169","11:49:11 AM",40.600073,-75.367672,"ATLSS","","2019-12-06"
"3170","11:49:17 AM",40.600148,-75.368144,"ATLSS","","2019-12-06"
"3182","11:49:23 AM",40.600144,-75.368412,"ATLSS","","2019-12-06"
"3187","11:49:29 AM",40.600238,-75.369024,"ATLSS","","2019-12-06"
"3191","11:49:35 AM",40.600341,-75.369997,"ATLSS","","2019-12-06"
"3199","11:49:41 AM",40.60059,-75.371114,"ATLSS","","2019-12-06"
"3200","11:49:47 AM",40.600858,-75.372173,"ATLSS","","2019-12-06"
"3210","11:49:53 AM",40.601059,-75.372996,"ATLSS","","2019-12-06"
"3219","11:49:59 AM",40.601372,-75.373508,"ATLSS","","2019-12-06"
"3224","11:50:05 AM",40.601553,-75.37367,"ATLSS","","2019-12-06"
"3227","11:50:10 AM",40.601959,-75.373992,"ATLSS","","2019-12-06"
